Pregunta,Intencion,clean_txt
cuentan con lineas de préstamos hipotecarios para refaccion de viviendas?,Cat_228,cuentan con lineas de prestamos hipotecarios para refaccion de viviendas
no quiero que me notifiquen de las inversiones con ese resumen,Cat_179,no quiero que me notifiquen de las inversiones con ese resumen
qué puedo hacer con los dolares en mi cuenta?,Cat_178,que puedo hacer con los dolares en mi cuenta
se puede incrementar el monto a extraer del cajero?,Cat_287,se puede incrementar el monto a extraer del cajero
¿puedo agregar después dinero a este fondo?,Cat_176,puedo agregar despues dinero a este fondo
retirar descubierto,Cat_56,retirar descubierto
en que estado esta el envio de mi tarjeta,Cat_293,en que estado esta el envio de mi tarjeta
quisiera saber si tengo una tarjeta a mi nombre.,Cat_61,quisiera saber si tengo una tarjeta a mi nombre
obtener resumen,Cat_138,obtener resumen
retiro de efectivo por caja,Cat_128,retiro de efectivo por caja
cómo puedo acceder al préstamo para comprar un auto,Cat_223,como puedo acceder al prestamo para comprar un auto
me entraron y me robaron el televisor  que hago?,Cat_265,me entraron y me robaron el televisor que hago
benficios visa women,Cat_357,benficios visa women
desear ver estado distribución plástico,Cat_293,desear ver estado distribucion plastico
necesito dinero para refaccion de mi casa actual,Cat_228,necesito dinero para refaccion de mi casa actual
quiero simular cuanto es la cuota de mi credito hipotecario,Cat_251,quiero simular cuanto es la cuota de mi credito hipotecario
nesecito movimiento,Cat_50,nesecito movimiento
que instrucciones debo seguir para recibir fondos desde el exterior,Cat_32,que instrucciones debo seguir para recibir fondos desde el exterior
que beneficios tengo si acredito mi sueldo en santander rio,Cat_72,que beneficios tengo si acredito mi sueldo en santander rio
querer gestionar clave operar internet,Cat_1,querer gestionar clave operar internet
pagar tarjeta credito debitar monto nuevamente,Cat_350,pagar tarjeta credito debitar monto nuevamente
alerta saldar,Cat_125,alerta saldar
no me devueven ningun codigo sms,Cat_1,no me devueven ningun codigo sms
quiero simular un credito para comprar auto,Cat_251,quiero simular un credito para comprar auto
ese traspaso se hizo de manera automatic?,Cat_85,ese traspaso se hizo de manera automatic
quisiera saber porque me estan cobrando imp. ley deb,Cat_122,quisiera saber porque me estan cobrando imp ley deb
como veo mis servicios adheridos a debito automatico en tarjeta,Cat_93,como veo mis servicios adheridos a debito automatico en tarjeta
cómo hago para canjear cupones de banco macro por acciones.,Cat_151,como hago para canjear cupones de banco macro por acciones
refinanciacion de deuda de tarjetas,Cat_308,refinanciacion de deuda de tarjetas
necesito rescatar. cuando podré hacerlo?,Cat_175,necesito rescatar cuando podre hacerlo
querer saldar total deber tarjeta,Cat_342,querer saldar total deber tarjeta
telefono para refinaciar la tarjeta,Cat_308,telefono para refinaciar la tarjeta
me quiero hacer cliente,Cat_39,me quiero hacer cliente
tengo que alquilar pero necesto un garante ustedes tienen un seguro de caucion?,Cat_261,tengo que alquilar pero necesto un garante ustedes tienen un seguro de caucion
quiero dar de baja a la tarjeta de ccredito,Cat_338,quiero dar de baja a la tarjeta de ccredito
telefono visa,Cat_147,telefono visa
ver resumen de tarjeta,Cat_138,ver resumen de tarjeta
para solictar los ultimos movimientos de los meses,Cat_50,para solictar los ultimos movimientos de los meses
yo cobro la jubilación puedo comprar en las farmacias con el descuento,Cat_311,yo cobro la jubilacion puedo comprar en las farmacias con el descuento
como puedo modificar el día que me vence el resumen?,Cat_348,como puedo modificar el dia que me vence el resumen
querer reclamar tarjeta llegar,Cat_293,querer reclamar tarjeta llegar
¿cómo doy de baja a un cotitular de mi cuenta?,Cat_38,como doy de baja a un cotitular de mi cuenta
en el calculo de ingresos de un préstamo hipotecario tengo que sumar o no lo de impuesto a las ganancias?,Cat_249,en el calculo de ingresos de un prestamo hipotecario tengo que sumar o no lo de impuesto a las ganancias
cual es el costo por una certificacion de firma?,Cat_94,cual es el costo por una certificacion de firma
dar de baja correo,Cat_103,dar de baja correo
cargar datos de una denuncia de seguro,Cat_265,cargar datos de una denuncia de seguro
si yo cobro mi sueldo por otro banco que tramites tengo que hacer para pedir un prestamo hipotecario,Cat_238,si yo cobro mi sueldo por otro banco que tramites tengo que hacer para pedir un prestamo hipotecario
habian debitar automatico tarjeta visa amex,Cat_38,habian debitar automatico tarjeta visa amex
necesito cambiar el numero de telefono asociado a mi cuenta,Cat_103,necesito cambiar el numero de telefono asociado a mi cuenta
seguir envio,Cat_293,seguir envio
la solicitud de un préstamo hipotecario tiene algun costo?,Cat_223,la solicitud de un prestamo hipotecario tiene algun costo
pago de haberes,Cat_69,pago de haberes
una consulta cual es el costo de extraer efectivo en el extranjero ?,Cat_96,una consulta cual es el costo de extraer efectivo en el extranjero
no puedo generar mi clave personal,Cat_1,no puedo generar mi clave personal
baja programa woman,Cat_357,baja programa woman
como reponer la tarjeta,Cat_316,como reponer la tarjeta
quiera saber si tengo que habilitar mi tarjeta de debito santander universidades para el uso en el exterior ya que en esta semana viajo a peru.,Cat_304,quiera saber si tengo que habilitar mi tarjeta de debito santander universidades para el uso en el exterior ya que en esta semana viajo a peru
quiero hacer una tranferencia desde mi celular a un cbu  de otra persona con cuenta en el banco galicia y no me deja hacerlo,Cat_80,quiero hacer una tranferencia desde mi celular a un cbu de otra persona con cuenta en el banco galicia y no me deja hacerlo
para el préstamo toman en cuenta el valor que da el tasador o el de la inmobiliaria?,Cat_217,para el prestamo toman en cuenta el valor que da el tasador o el de la inmobiliaria
préstamo para una unidad usada de no mas de aaños,Cat_228,prestamo para una unidad usada de no mas de aanos
cuál es el costo del seguro de una casa?,Cat_261,cual es el costo del seguro de una casa
cómo y cuándo se acredita el dinero del préstamo hipotecario?,Cat_226,como y cuando se acredita el dinero del prestamo hipotecario
como puedo pedir que me envien un paquete de productos a otra sucursal,Cat_318,como puedo pedir que me envien un paquete de productos a otra sucursal
costo del servicio por operar en red banelco,Cat_96,costo del servicio por operar en red banelco
domicilio asegurar anteriormente quiero cambiar,Cat_267,domicilio asegurar anteriormente quiero cambiar
necesitaria hacer una transferencia de mi cuenta en usd a mi cuenta en pesos,Cat_166,necesitaria hacer una transferencia de mi cuenta en usd a mi cuenta en pesos
puedo elegir que dia del mes pagar la cuota del préstamo hipotecario?,Cat_259,puedo elegir que dia del mes pagar la cuota del prestamo hipotecario
se puede tener otro ccredito aparte de este?,Cat_218,se puede tener otro ccredito aparte de este
necesito pagar un tramite site de la dnrpa,Cat_132,necesito pagar un tramite site de la dnrpa
no tengo puntos superclub en mi cuenta aún estado utilizando la tarjeta de credito,Cat_325,no tengo puntos superclub en mi cuenta aun estado utilizando la tarjeta de credito
necesitar adherir aysa tarjeta,Cat_132,necesitar adherir aysa tarjeta
paquete disponible,Cat_39,paquete disponible
quiero saber si tengo que retirar la tarjeta en alguna sucursal,Cat_293,quiero saber si tengo que retirar la tarjeta en alguna sucursal
que tendría que hacer para acumular millas con las tarjetas de advantage?,Cat_274,que tendria que hacer para acumular millas con las tarjetas de advantage
no me llego una transferencia que me hicieron del exterior y la necesito cuanto antes,Cat_33,no me llego una transferencia que me hicieron del exterior y la necesito cuanto antes
donde encuentro la opcion para comprar letes?,Cat_157,donde encuentro la opcion para comprar letes
para solicitar un préstamo personal es requisito tener antigí¬≠¬≠¬≠¬≠¬ºedad como cliente del banco?,Cat_220,para solicitar un prestamo personal es requisito tener antigi¬=¬=¬=¬=¬oedad como cliente del banco
necesito un numero de telefono,Cat_147,necesito un numero de telefono
como calculo los ingresos como monotribustista para obtener un préstamo hipotecario?,Cat_249,como calculo los ingresos como monotribustista para obtener un prestamo hipotecario
quisiera saber y modificar el porcentaje del limite de la tarjeta de credito que tengo el adicional,Cat_335,quisiera saber y modificar el porcentaje del limite de la tarjeta de credito que tengo el adicional
que compras me permiten acumular millas?,Cat_274,que compras me permiten acumular millas
no sé cuanto tengo que pagar de la tarjeta.,Cat_342,no se cuanto tengo que pagar de la tarjeta
quiero un seguro en caso que me roben el celular,Cat_261,quiero un seguro en caso que me roben el celular
como puedo desbloquear la clave cajero,Cat_288,como puedo desbloquear la clave cajero
ustedes me aplican una comisión por la transferencia?,Cat_83,ustedes me aplican una comision por la transferencia
suscribir tipo aviso,Cat_125,suscribir tipo aviso
ayer pague edesur por error  cuando ya lo habia pagado por otros medios como hago para anular el pago,Cat_129,ayer pague edesur por error cuando ya lo habia pagado por otros medios como hago para anular el pago
contacto telefonico de santander rio,Cat_147,contacto telefonico de santander rio
que idioma sabes hablar,Cat_20,que idioma sabes hablar
¿podrías darme información sobre los préstamos del banco?,Cat_225,podrias darme informacion sobre los prestamos del banco
cuando me avilitan latarjeta ya pague el plan de pago,Cat_314,cuando me avilitan latarjeta ya pague el plan de pago
pago atrasado tarjeta,Cat_349,pago atrasado tarjeta
estoy empezando que hago,Cat_10,estoy empezando que hago
necesito aumentar mi paquete y pasarme a otro tipo de cuenta,Cat_86,necesito aumentar mi paquete y pasarme a otro tipo de cuenta
pago por homebanking,Cat_132,pago por homebanking
que billetes acepta el cajero automatico?,Cat_110,que billetes acepta el cajero automatico
necesito llamen deuda,Cat_194,necesito llamen deuda
cual es la tassa de hipotecarios uvas,Cat_258,cual es la tassa de hipotecarios uvas
yo tenía debito automatico para monotributo  modifique mi situación y esa modificación no se tradujo en el debito,Cat_129,yo tenia debito automatico para monotributo modifique mi situacion y esa modificacion no se tradujo en el debito
me atrase cuotas en el credito prendario necesito regularizar la deuda,Cat_192,me atrase cuotas en el credito prendario necesito regularizar la deuda
acabo de ir a buscar una tarjeta de debito y no sé mi clave como la puedo recuperar,Cat_288,acabo de ir a buscar una tarjeta de debito y no se mi clave como la puedo recuperar
necesito saber la escribania que tengo asignada para la cancelación d ela hipoteca,Cat_207,necesito saber la escribania que tengo asignada para la cancelacion d ela hipoteca
algun telefono llamar,Cat_147,algun telefono llamar
me tienen que dar una autorización para vender el auto del préstamo?,Cat_260,me tienen que dar una autorizacion para vender el auto del prestamo
me simulas el credito de,Cat_251,me simulas el credito de
tener pasar retirar plasticos,Cat_293,tener pasar retirar plasticos
hay algun costo por operar con acciones y bonos?,Cat_96,hay algun costo por operar con acciones y bonos
tengo 2 tarjetas con el mismo nombre,Cat_309,tengo number tarjetas con el mismo nombre
soy monotributista hasta cuanta plata me darian en un préstamo personal?,Cat_251,soy monotributista hasta cuanta plata me darian en un prestamo personal
donde estan los plasticos de las tarjetas visa y american,Cat_293,donde estan los plasticos de las tarjetas visa y american
como puedo saber mi situacion,Cat_99,como puedo saber mi situacion
queria saber como hago para autorizar la tarjeta para usarla en estado unidos,Cat_304,queria saber como hago para autorizar la tarjeta para usarla en estado unidos
la página para pedir tarjetas nuevas no me deja avanzar.,Cat_4,la pagina para pedir tarjetas nuevas no me deja avanzar
preciso el te de comercio exterior para ayudarme con una transferencia al exterior,Cat_36,preciso el te de comercio exterior para ayudarme con una transferencia al exterior
no me funciona la tarjeta,Cat_286,no me funciona la tarjeta
quiero saber si los plásticos llegaron a la sucursal,Cat_293,quiero saber si los plasticos llegaron a la sucursal
como hago para saber si tengo saldo utilizable en mi tarjeta,Cat_303,como hago para saber si tengo saldo utilizable en mi tarjeta
querer hacer reclamar cajero,Cat_297,querer hacer reclamar cajero
